id,street_id,activity,task_description,status,street,start_year,stop_date_actual,route_ahead,route_back
513785016,10648,AC Overlay 3 or more,,Completed,ALLENDER AVE,2011,2011-10-10,E ELMHURST DR,PIN OAK PL
917595801,7984,Mill & Overlay 3 or More,,Completed,OAKWOOD RD,2011,2011-08-16,BULWER WAY,GRASMERE ST
23283383,1878,Mill & Overlay 3 or More,,Completed,MCCLURE AVE,2009,2009-07-10,LAW ST,GASS AVE
454068847,7783,Mill & Overlay 3 or More,,Completed,EDGERTON AVE,2011,2011-08-30,EDGERTON PL,S LINDEN AVE
593568422,14199,Mill & Overlay 3 or More,,Completed,WHEELER ST,2013,2013-07-31,MOHLER ST,FRANKSTOWN AVE
895881678,6457,Mill & Overlay 3 or More,,Completed,WEBSTER AVE,2009,2009-05-08,CHAUNCEY ST,SOMERS ST
553759816,4713,Mill & Overlay 3 or More,,Completed,OAKWOOD ST,2014,2014-05-14,HAMILTON AVE,INGLENOOK PL
488586449,17102,Mill & Overlay 3 or More,,Completed,RICHARDSON AVE,2009,2009-07-20,LANGFITT AVE,MCCLURE AVE
907748436,3749,Mill & Overlay 3 or More,,Completed,S MATHILDA ST,2012,2012-06-22,MITRE WAY,LIBERTY AVE
1127368185,10566,Mill & Overlay 3 or More,,Completed,WEBSTER AVE,2009,2009-05-08,KIRKPATRICK ST,PERRY ST
1492609230,6350,AC Overlay 3 or more,,Completed,WENTWORTH AVE,2010,2010-06-14,FALLOWFIELD AVE,BEECHVIEW AVE
508478132,9873,Mill & Overlay 3 or More,,Completed,E ELIZABETH ST,2013,2013-06-18,AMPERE ST,ORINOCO ST
1766192193,6066,Mill & Overlay 3 or More,,Completed,WOODBOURNE AVE,2013,2013-09-11,CEDRIC AVE,FREEDOM AVE
1182275966,11976,Mill & Overlay 3 or More,,Completed,N EUCLID AVE,2015,2015-04-29,BUNKERHILL ST,BOWDEN ST
481901002,4971,Mill & Overlay 3 or More,,Completed,KELLY ST,2012,2012-05-04,NADIR WAY,BENNETT PL
2053953018,4926,"AC Overlay - 2""",,Completed,ELWELL ST,2012,2012-07-09,OLLIE ST,OLLIE ST
933223335,2447,Mill & Overlay 3 or More,,Completed,W WOODFORD AVE,2012,2012-07-09,COVERT ST,MT JOSEPH ST
1233489833,3995,"Mill & Overlay - 2""",,Completed,CALIFORNIA AVE,2013,2013-05-07,FALCK AVE,CHIDELL ST
337490628,12122,Mill & Overlay 3 or More,,Completed,BROWNSVILLE RD,2013,2013-09-28,CEDRICTON ST,WYNOKA ST
751713387,6493,"Mill & Overlay - 2""",,Completed,FORBES AVE,2012,2012-07-18,BOYD ST,SHINGISS ST
528948084,15031,Mill & Overlay 3 or More,,Completed,ALLENDER AVE,2011,2011-09-12,OAK MANOR DR,BANKSVILLE AVE
1205808353,16376,Mill & Overlay 3 or More,,Completed,DAVIS AVE,2011,2011-07-18,CALIFORNIA AVE,MASSACHUSETTS AVE
12792097,7955,Mill & Overlay 3 or More,,Completed,W NORTH AVE,2013,2013-05-03,FONTELLA ST,BIDWELL ST
398282693,10185,"Mill & Overlay - 2""",,Completed,STANTON AVE,2012,2012-08-21,N ST CLAIR ST,MELLON ST
701327976,18820,Mill & Overlay 3 or More,,Completed,TERMON AVE,2011,2011-11-01,WILKSBORO AVE,OSWEGO ST
601481007,18384,Mill & Overlay 3 or More,,Completed,WELLESLEY AVE,2010,2010-05-14,BEATTY WAY,N EUCLID AVE
332096138,6683,Mill & Overlay 3 or More,,Completed,VALERA ST,2009,2009-07-21,RAVILLA AVE,OVERBROOK BLVD
830491330,12121,AC Overlay 3 or more,,Completed,W CHERRYHILL ST,2013,2013-10-10,OAKHURST ST,WESTMONT AVE
272320926,4173,Mill & Overlay 3 or More,,Completed,27TH ST,2011,2011-09-13,SMALLMAN ST,SPRUCE WAY
1548051598,7658,"Mill & Overlay - 2""",,Completed,MAIN ST,2012,2012-05-11,GARDEN WAY,SIEBERT ST
1181561978,3996,Mill & Overlay 3 or More,,Completed,ALLENDALE ST,2014,2014-07-09,ADON ST,CHARTIERS AVE
1793544333,3275,Mill & Overlay 3 or More,,Completed,STARKAMP ST,2014,2014-08-05,BELLAIRE AVE,PEAR WAY
2000853201,10470,Mill & Overlay 3 or More,,Completed,SPRING WAY,2012,2012-07-05,21ST ST,20TH ST
1144575518,10790,Mill & Overlay 3 or More,,Completed,WOODBOURNE AVE,2013,2013-09-11,BRIAR WAY,STEBBINS AVE
1268833042,5438,Mill & Overlay 3 or More,,Completed,HEMLOCK ST,2014,2014-09-01,SANDUSKY ST,LORAINE ST
1878487010,10474,Mill & Overlay 3 or More,,Completed,GERTRUDE ST,2013,2013-09-17,TECUMSEH ST,GLEN CALADH ST
128301744,19477,AC Overlay 3 or more,,Completed,E AGNEW AVE,2010,2010-09-08,BECKS RUN RD,DOWLING ST
608115740,8670,"Mill and Overlay 4"" (Primary)",Part of a cooperative paving agreement with Peoples Natural Gas.  Work to be completed by City paving contractor.,Completed,FRANKSTOWN AVE,2017,2017-12-01,BENNETT ST,TOKAY ST
826866459,13576,Mill & Overlay 3 or More,,Completed,ELLSWORTH AVE,2013,2013-09-20,SPAHR ST,TAY WAY
1886833080,7411,"Mill and Overlay 4"" (Primary)",Part of a cooperative paving agreement with Peoples Natural Gas.  Work to be completed by City paving contractor.,Completed,FRANKSTOWN AVE,2017,2017-12-01,TOKAY ST,BLACKADORE ST
1956398372,17801,"Mill and Overlay 4"" (Primary)",Part of a cooperative paving agreement with Peoples Natural Gas.  Work to be completed by City paving contractor.,Completed,FRANKSTOWN AVE,2017,2017-12-01,BLACKADORE ST,WHEELER ST
1961746100,5832,"Mill and Overlay 4"" (Primary)",Part of a cooperative paving agreement with Peoples Natural Gas.  Work to be completed by City paving contractor.,Completed,FRANKSTOWN AVE,2017,2017-12-01,WHEELER ST,WHEELER ST
1684875736,5841,"Mill and Overlay 4"" (Primary)",Part of a cooperative paving agreement with Peoples Natural Gas.  Work to be completed by City paving contractor.,Completed,FRANKSTOWN AVE,2017,2017-12-01,WHEELER ST,TYSON ST
1991520687,9667,"Mill and Overlay 4"" (Primary)",Part of a cooperative paving agreement with Peoples Natural Gas.  Work to be completed by City paving contractor.,Completed,FRANKSTOWN AVE,2017,2017-12-01,TYSON ST,OAKWOOD ST
207449804,3805,"Mill and Overlay 4"" (Primary)",Part of a cooperative paving agreement with Peoples Natural Gas.  Work to be completed by City paving contractor.,Completed,FRANKSTOWN AVE,2017,2017-12-01,OAKWOOD ST,HALE ST
649151932,15750,"Mill and Overlay 4"" (Primary)",Part of a cooperative paving agreement with Peoples Natural Gas.  Work to be completed by City paving contractor.,Completed,FRANKSTOWN AVE,2017,2017-12-01,HALE ST,NEUMAN WAY
2062092907,13768,"Mill and Overlay 4"" (Primary)",Part of a cooperative paving agreement with Peoples Natural Gas.  Work to be completed by City paving contractor.,Completed,FRANKSTOWN AVE,2017,2017-12-01,NEUMAN WAY,BRUSHTON AVE
1675745623,3760,"Mill and Overlay 4"" (Primary)",Part of a cooperative paving agreement with Peoples Natural Gas.  Work to be completed by City paving contractor.,Completed,FRANKSTOWN AVE,2017,2017-12-01,BRUSHTON AVE,DURANGO WAY
1749684595,18341,"Mill and Overlay 4"" (Primary)",Part of a cooperative paving agreement with Peoples Natural Gas.  Work to be completed by City paving contractor.,Completed,FRANKSTOWN AVE,2017,2017-12-01,DURANGO WAY,N BRADDOCK AVE
785711395,4191,"Mill and Overlay 4"" (Primary)",,Canceled,ARLINGTON AVE,2017,2017-12-15,CLIMAX ST,KNOX AVE
1691300240,13720,"Mill and Overlay 4"" (Primary)",,Canceled,ARLINGTON AVE,2017,2017-12-15,LOYAL WAY,CLIMAX ST
1309057086,2403,"Mill and Overlay 4"" (Primary)",,Canceled,ARLINGTON AVE,2017,2017-12-15,FREELAND ST,LOYAL WAY
2145966437,12578,"Mill and Overlay 4"" (Primary)",,Canceled,ARLINGTON AVE,2017,2017-12-15,LILLIAN WAY,FREELAND ST
1499702587,3108,"Mill and Overlay 4"" (Primary)",,Canceled,ARLINGTON AVE,2017,2017-12-15,E AMANDA AVE,LILLIAN WAY
1166079580,8685,"Mill and Overlay 4"" (Primary)",,Canceled,ARLINGTON AVE,2017,2017-12-15,JOHN ST,E AMANDA AVE
1555623966,9432,"Mill and Overlay 4"" (Primary)",,Canceled,ARLINGTON AVE,2017,2017-12-15,MIDDLE ST,JOHN ST
578931499,2925,"Mill and Overlay 4"" (Primary)",,Canceled,ARLINGTON AVE,2017,2017-12-15,BROWNSVILLE RD,MIDDLE ST
1173285999,7144,"Mill and Overlay 3.5"" (Secondary/Tertiary)",Part of 2017 paving program. Work completed by contractor.,Completed,BALLINGER ST,2017,2017-12-15,WHITED ST,MOREDALE ST
1060302370,9083,"Mill and Overlay 3.5"" (Secondary/Tertiary)",Part of 2017 paving program. Work completed by contractor.,Completed,BALLINGER ST,2017,2017-12-14,E MOREDALE ST,GOFF ST
950626836,12865,"Mill and Overlay 3.5"" (Secondary/Tertiary)",Part of 2017 paving program. Work completed by contractor.,Completed,BALLINGER ST,2017,2017-12-14,GOFF ST,ZIMMERMAN ST
1156914090,3698,"Mill and Overlay 3.5"" (Secondary/Tertiary)",Part of 2017 paving program. Work completed by contractor.,Completed,BALLINGER ST,2017,2017-12-14,ZIMMERMAN ST,HEBER ST
508012364,5441,"Mill and Overlay 3.5"" (Secondary/Tertiary)",Part of 2017 paving program. Work completed by contractor.,Completed,PRINCESS AVE,2017,2017-12-15,ORANGEWOOD AVE,BROOKSIDE AVE
1933114281,9976,"Mill and Overlay 3.5"" (Secondary/Tertiary)",Part of 2017 paving program. Work completed by contractor.,Completed,PRINCESS AVE,2017,2017-12-15,WESTFIELD ST,ORANGEWOOD AVE
997610676,7399,"Mill and Overlay 3.5"" (Secondary/Tertiary)",Part of 2017 paving program. Work completed by contractor.,Completed,BROUGHTON ST,2017,2017-12-13,BAUM BLVD,MOREWOOD AVE
2099253940,5957,"Mill and Overlay 3.5"" (Secondary/Tertiary)",Part of 2017 paving program. Work completed by contractor.,Completed,CALLERY ST,2017,2017-12-12,HEBERTON ST,ETUDE WAY
878674862,8066,"Mill and Overlay 3.5"" (Secondary/Tertiary)",Part of 2017 paving program. Work completed by contractor.,Completed,CALLERY ST,2017,2017-12-12,ETUDE WAY,SHERIDAN AVE
1941492050,14448,"Mill and Overlay 3.5"" (Secondary/Tertiary)",Part of a cooperative paving agreement with Peoples Natural Gas.  Work to be completed by City paving contractor.,Completed,COLEMAN ST,2017,2017-12-14,TAN WAY,GREENFIELD AVE
2003112857,6226,"Mill and Overlay 3.5"" (Secondary/Tertiary)",Part of a cooperative paving agreement with Peoples Natural Gas.  Work to be completed by City paving contractor.,Completed,COLEMAN ST,2017,2017-12-14,RUPPLE WAY,TAN WAY
922578310,9724,"Mill and Overlay 3.5"" (Secondary/Tertiary)",Part of a cooperative paving agreement with Peoples Natural Gas.  Work to be completed by City paving contractor.,Completed,EL PASO ST,2017,2017-12-14,AMSTERDAM AVE,TRANSVERSE WAY
1237018673,2346,"Mill and Overlay 3.5"" (Secondary/Tertiary)",Part of a cooperative paving agreement with Peoples Natural Gas.  Work to be completed by City paving contractor.,Completed,EL PASO ST,2017,2017-12-14,PEGGY WAY,AMSTERDAM AVE
1986114139,17566,"Mill and Overlay 3.5"" (Secondary/Tertiary)",Part of a cooperative paving agreement with Peoples Natural Gas.  Work to be completed by City paving contractor.,Completed,EL PASO ST,2017,2017-12-14,MARTHA ST,PEGGY WAY
265572396,4546,"Mill and Overlay 3.5"" (Secondary/Tertiary)",Part of a cooperative paving agreement with Peoples Natural Gas.  Work to be completed by City paving contractor.,Completed,EL PASO ST,2017,2017-12-14,GREENWOOD ST,MARTHA ST
1648486991,9145,"Mill and Overlay 3.5"" (Secondary/Tertiary)",Part of a cooperative paving agreement with Peoples Natural Gas.  Work to be completed by City paving contractor.,Completed,FORDHAM AVE,2017,2017-12-14,MIDLAND ST,PIONEER AVE
649458990,8090,"Mill and Overlay 3.5"" (Secondary/Tertiary)",Part of a cooperative paving agreement with Peoples Natural Gas.  Work to be completed by City paving contractor.,Completed,FORDHAM AVE,2017,2017-12-14,CASTLEGATE AVE,MIDLAND ST
557474080,18690,"Mill and Overlay 3.5"" (Secondary/Tertiary)",Part of a cooperative paving agreement with Peoples Natural Gas.  Work to be completed by City paving contractor.,Completed,FORDHAM AVE,2017,2017-12-14,ARDSLEY AVE,CASTLEGATE AVE
334292476,621,"Mill and Overlay 3.5"" (Secondary/Tertiary)",Part of a cooperative paving agreement with Peoples Natural Gas.  Work to be completed by City paving contractor.,Completed,FORDHAM AVE,2017,2017-12-14,STEBBINS AVE,ARDSLEY AVE
1193661908,2784,"Mill and Overlay 3.5"" (Secondary/Tertiary)",Part of a cooperative paving agreement with Peoples Natural Gas.  Work to be completed by City paving contractor.,Completed,FORDHAM AVE,2017,2017-12-14,BRIAR WAY,STEBBINS AVE
2031994962,5291,"Mill and Overlay 3.5"" (Secondary/Tertiary)",Part of a cooperative paving agreement with Peoples Natural Gas.  Work to be completed by City paving contractor.,Completed,FORDHAM AVE,2017,2017-12-14,QUEENSBORO AVE,BRIAR WAY
1837406899,7941,"Mill and Overlay 3.5"" (Secondary/Tertiary)",Part of a cooperative paving agreement with Peoples Natural Gas.  Work to be completed by City paving contractor.,Completed,FORDHAM AVE,2017,2017-12-14,THISTLE WAY,QUEENSBORO AVE
564995057,3009,"Mill and Overlay 3.5"" (Secondary/Tertiary)",Part of a cooperative paving agreement with Peoples Natural Gas.  Work to be completed by City paving contractor.,Completed,FORDHAM AVE,2017,2017-12-14,DEAD END,THISTLE WAY
721095317,1591,"Mill and Overlay 4"" (Primary)",Part of a cooperative paving agreement with Peoples Natural Gas.  Work to be completed by City paving contractor.,Completed,GREENFIELD AVE,2017,2017-12-14,HALDANE ST,KAERCHER ST
1126975962,5115,"Mill and Overlay 4"" (Primary)",Part of a cooperative paving agreement with Peoples Natural Gas.  Work to be completed by City paving contractor.,Completed,GREENFIELD AVE,2017,2017-12-14,LYDIA ST,HALDANE ST
333640972,11982,"Mill and Overlay 4"" (Primary)",Part of a cooperative paving agreement with Peoples Natural Gas.  Work to be completed by City paving contractor.,Completed,GREENFIELD AVE,2017,2017-12-14,COLEMAN ST,LYDIA ST
1254838253,9823,"Mill and Overlay 4"" (Primary)",Part of a cooperative paving agreement with Peoples Natural Gas.  Work to be completed by City paving contractor.,Completed,GREENFIELD AVE,2017,2017-12-14,HOOSAC ST,COLEMAN ST
205521509,4091,"Mill and Overlay 4"" (Primary)",Part of a cooperative paving agreement with Peoples Natural Gas.  Work to be completed by City paving contractor.,Completed,GREENFIELD AVE,2017,2017-12-14,NANTASKET ST,HOOSAC ST
1021790876,16539,"Mill and Overlay 4"" (Primary)",Part of a cooperative paving agreement with Peoples Natural Gas.  Work to be completed by City paving contractor.,Completed,GREENFIELD AVE,2017,2017-12-14,WINTERBURN AVE,NANTASKET ST
744594567,4985,"Mill and Overlay 3.5"" (Secondary/Tertiary)",Part of a cooperative paving agreement with Peoples Natural Gas.  Paving to be completed by Peoples.,Completed,MAYWOOD ST,2017,2017-12-15,DEAD END,W BURGESS ST
790445155,2545,"Mill and Overlay 3.5"" (Secondary/Tertiary)",Part of a cooperative paving agreement with Peoples Natural Gas.  Paving to be completed by Peoples.,Completed,MCDOWELL ST,2017,2017-12-15,BRIGHTON RD,MELLA ST
1454960871,10159,"Mill and Overlay 3.5"" (Secondary/Tertiary)",Part of a cooperative paving agreement with Peoples Natural Gas.  Paving to be completed by Peoples.,Completed,MCDOWELL ST,2017,2017-12-15,MELLA ST,WOODLAND AVE
1326024696,15358,Mill & Overlay 3 or More,,Completed,HIGH ST,2012,2012-05-24,FIRTH ST,ARCOLA WAY
1250291708,16646,"Mill and Overlay 3.5"" (Secondary/Tertiary)",Part of a cooperative paving agreement with Peoples Natural Gas.  Paving to be completed by Peoples.,Completed,MCDOWELL ST,2017,2017-12-15,WOODLAND AVE,HIGHWOOD ST
184532092,16490,"Mill and Overlay 3.5"" (Secondary/Tertiary)",Part of a cooperative paving agreement with Peoples Natural Gas.  Paving to be completed by Peoples.,Completed,MELLA ST,2017,2017-12-15,MCDOWELL ST,LUDENE WAY
205711213,16375,"Mill and Overlay 3.5"" (Secondary/Tertiary)",Part of a cooperative paving agreement with Peoples Natural Gas.  Paving to be completed by Peoples.,Completed,MELLA ST,2017,2017-12-15,LUDENE WAY,BRIGHTON RD
1785749752,13664,"Mill and Overlay 3.5"" (Secondary/Tertiary)",Part of a cooperative paving agreement with Peoples Natural Gas.  Paving to be completed by Peoples.,Completed,MINNESOTA ST,2017,2017-12-15,GLEN LYTLE RD,DEAD END
1565132382,9054,"Mill and Overlay 3.5"" (Secondary/Tertiary)",Part of a cooperative paving agreement with Peoples Natural Gas.  Work to be completed by City paving contractor.,Completed,N NEVILLE ST,2017,2017-12-13,WALLINGFORD ST,CENTRE AVE
960896360,10289,"Mill and Overlay 3.5"" (Secondary/Tertiary)",Part of a cooperative paving agreement with Peoples Natural Gas.  Work to be completed by City paving contractor.,Completed,N NEVILLE ST,2017,2017-12-13,BAYARD ST,WALLINGFORD ST
2068539504,5907,"Mill and Overlay 3.5"" (Secondary/Tertiary)",Part of a cooperative paving agreement with Peoples Natural Gas.  Work to be completed by City paving contractor.,Completed,N NEVILLE ST,2017,2017-12-13,ELLSWORTH AVE,BAYARD ST
1046125352,17663,"Mill and Overlay 3.5"" (Secondary/Tertiary)",Part of a cooperative paving agreement with Peoples Natural Gas.  Work to be completed by City paving contractor.,Completed,N NEVILLE ST,2017,2017-12-13,FIFTH AVE,ELLSWORTH AVE
1392558073,12785,"Mill and Overlay 3.5"" (Secondary/Tertiary)",Part of a cooperative paving agreement with Peoples Natural Gas.  Paving to be completed by Peoples.,Completed,ST MARIE ST,2017,2017-12-12,THISBE WAY,N HIGHLAND AVE
1933282117,13066,"Mill and Overlay 3.5"" (Secondary/Tertiary)",Part of a cooperative paving agreement with Peoples Natural Gas.  Paving to be completed by Peoples.,Completed,ST MARIE ST,2017,2017-12-12,SHERIDAN AVE,THISBE WAY
808976645,15971,"Mill and Overlay 3.5"" (Secondary/Tertiary)",Part of a cooperative paving agreement with Peoples Natural Gas.  Paving to be completed by Peoples.,Completed,ST MARIE ST,2017,2017-12-12,COLLINS AVE,SHERIDAN AVE
492950670,18763,"Mill and Overlay 3.5"" (Secondary/Tertiary)",Part of a cooperative paving agreement with Peoples Natural Gas.  Paving to be completed by Peoples.,Completed,ST MARIE ST,2017,2017-12-12,MOGA ST,COLLINS AVE
1795420679,11288,"Mill and Overlay 3.5"" (Secondary/Tertiary)",Part of a cooperative paving agreement with Peoples Natural Gas.  Paving to be completed by Peoples.,Completed,ST MARIE ST,2017,2017-12-12,MEADOW ST,MOGA ST
857069208,14035,"Mill and Overlay 4"" (Primary)",Part of a cooperative paving agreement with Peoples Natural Gas.  Work to be completed by City paving contractor.,Completed,CENTRE AVE,2017,2017-12-13,LIBERTY AVE,CYPRESS ST
1170960435,4483,"Mill and Overlay 4"" (Primary)",Part of a cooperative paving agreement with Peoples Natural Gas.  Work to be completed by City paving contractor.,Completed,CENTRE AVE,2017,2017-12-13,CYPRESS ST,MOREWOOD AVE
1513674240,14107,"Mill and Overlay 4"" (Primary)",Part of a cooperative paving agreement with Peoples Natural Gas.  Work to be completed by City paving contractor.,Completed,CENTRE AVE,2017,2017-12-15,MOREWOOD AVE,DEVONSHIRE ST
663289749,17483,"Mill and Overlay 4"" (Primary)",Part of a cooperative paving agreement with Peoples Natural Gas.  Work to be completed by City paving contractor.,Completed,CENTRE AVE,2017,2017-12-15,DEVONSHIRE ST,S MILLVALE AVE
1454953973,370,"Mill and Overlay 4"" (Primary)",Part of a cooperative paving agreement with Peoples Natural Gas.  Work to be completed by City paving contractor.,Completed,CENTRE AVE,2017,2017-12-13,S MILLVALE AVE,ENFIELD ST
1127443263,9412,"Mill and Overlay 4"" (Primary)",Part of a cooperative paving agreement with Peoples Natural Gas.  Work to be completed by City paving contractor.,Completed,CENTRE AVE,2017,2017-12-13,ENFIELD ST,N NEVILLE ST
530806081,6051,"Mill and Overlay 4"" (Primary)",Part of a cooperative paving agreement with Peoples Natural Gas.  Work to be completed by City paving contractor.,Completed,CENTRE AVE,2017,2017-12-13,N NEVILLE ST EXT,MELWOOD AVE
1555254894,16199,"Mill and Overlay 4"" (Primary)",Part of a cooperative paving agreement with Peoples Natural Gas.  Work to be completed by City paving contractor.,Completed,CENTRE AVE,2017,2017-12-13,MELWOOD AVE,N CRAIG ST
1526664588,9119,"Mill and Overlay 3.5"" (Secondary/Tertiary)",Part of 2017 paving program. Work completed by contractor.,Completed,FARRAGUT ST,2017,2017-12-12,GRAFTON ST,BRYANT ST
920111111,17612,"Mill and Overlay 3.5"" (Secondary/Tertiary)",Part of 2017 paving program. Work completed by contractor.,Completed,FARRAGUT ST,2017,2017-12-12,BRYANT ST,HAMPTON ST
1641251033,610,"Mill and Overlay 3.5"" (Secondary/Tertiary)",Part of 2017 paving program. Work completed by contractor.,Completed,FARRAGUT ST,2017,2017-12-12,HAMPTON ST,WELLESLEY AVE
550540256,8229,"Mill and Overlay 3.5"" (Secondary/Tertiary)",Part of 2017 paving program. Work completed by contractor.,Completed,FARRAGUT ST,2017,2017-12-12,WELLESLEY AVE,JACKSON ST
1739382667,18271,"Mill and Overlay 3.5"" (Secondary/Tertiary)",Part of 2017 paving program. Work completed by contractor.,Completed,FARRAGUT ST,2017,2017-12-12,JACKSON ST,BELLMAN WAY
458341188,10423,"Mill and Overlay 3.5"" (Secondary/Tertiary)",Part of 2017 paving program. Work completed by contractor.,Completed,FARRAGUT ST,2017,2017-12-12,BELLMAN WAY,STANTON AVE
703901749,925,"Mill and Overlay 4"" (Primary)",Planned for 2017 paving season.  Work to be completed by City paving contractor.,Planned,HILLCREST ST,2017,,N ATLANTIC AVE,N PACIFIC AVE
1839858335,4551,"Mill and Overlay 4"" (Primary)",Planned for 2017 paving season.  Work to be completed by City paving contractor.,Planned,HILLCREST ST,2017,,N ATLANTIC AVE,N ATLANTIC AVE
1496215103,7387,"Mill and Overlay 4"" (Primary)",Planned for 2017 paving season.  Work to be completed by City paving contractor.,Planned,HILLCREST ST,2017,,DONNA ST,N ATLANTIC AVE
1172965447,4071,"Mill & Overlay - 2""",,Completed,BRISCOE ST,2012,2012-08-29,MUTUAL ST,TYNDALL ST
1510808295,5156,"Mill and Overlay 4"" (Primary)",Planned for 2017 paving season.  Work to be completed by City paving contractor.,Planned,HILLCREST ST,2017,,FANNEL ST,DONNA ST
2087126719,12043,"Mill and Overlay 4"" (Primary)",Planned for 2017 paving season.  Work to be completed by City paving contractor.,Planned,HILLCREST ST,2017,,WICKLOW ST,FANNEL ST
271182062,2817,"Mill and Overlay 4"" (Primary)",Planned for 2017 paving season.  Work to be completed by City paving contractor.,Planned,HILLCREST ST,2017,,ELORA WAY,WICKLOW ST
1369056135,10198,"Mill and Overlay 4"" (Primary)",Planned for 2017 paving season.  Work to be completed by City paving contractor.,Planned,HILLCREST ST,2017,,N AIKEN AVE,ELORA WAY
1057345950,1940,"Mill and Overlay 3.5"" (Secondary/Tertiary)",Part of 2017 paving program. Work completed by contractor.,Completed,MARYLAND AVE,2017,2017-09-14,ALDER ST,ELLSWORTH AVE
945083702,15569,"Mill and Overlay 3.5"" (Secondary/Tertiary)",Part of 2017 paving program. Work completed by contractor.,Completed,MARYLAND AVE,2017,2017-09-14,HOLDEN ST,ALDER ST
718790764,17021,"Mill and Overlay 3.5"" (Secondary/Tertiary)",Part of 2017 paving program. Work completed by contractor.,Completed,MELLON TER,2017,2017-12-14,MELLON ST,N NEGLEY AVE
1811763797,17894,"Mill and Overlay 3.5"" (Secondary/Tertiary)",Part of 2017 paving program. Work completed by contractor.,Completed,MELLON TER,2017,2017-12-14,HIGHLAND CT,N NEGLEY AVE
1324992727,10754,"Mill and Overlay 3.5"" (Secondary/Tertiary)",Part of 2017 paving program. Work completed by contractor.,Completed,MELLON TER,2017,2017-12-14,MELLON ST,HIGHLAND CT
2143307702,19424,"Mill and Overlay 4"" (Primary)",Part of 2017 paving program. Work completed by contractor.,Completed,THIRD AVE,2017,2017-12-13,GRANT ST,CHERRY WAY
1648883451,2941,"Mill and Overlay 4"" (Primary)",Part of 2017 paving program. Work completed by contractor.,Completed,THIRD AVE,2017,2017-12-13,CHERRY WAY,SMITHFIELD ST
334570259,17422,"Mill and Overlay 4"" (Primary)",Part of 2017 paving program. Work completed by contractor.,Completed,THIRD AVE,2017,2017-12-13,SMITHFIELD ST,WOOD ST
617305795,13524,"Mill and Overlay 4"" (Primary)",Part of 2017 paving program. Work completed by contractor.,Completed,THIRD AVE,2017,2017-12-13,WOOD ST,MARKET ST
1329514116,18190,"Mill and Overlay 4"" (Primary)",Part of 2017 paving program. Work completed by contractor.,Completed,THIRD AVE,2017,2017-12-13,MARKET ST,STANWIX ST
1768110403,1551,"Mill and Overlay 4"" (Primary)",Part of 2017 paving program. Work completed by contractor.,Completed,FIFTH AVE,2017,2017-12-13,MCKEE PL,CHESTERFIELD RD
687295011,12719,"Mill and Overlay 4"" (Primary)",Part of 2017 paving program. Work completed by contractor.,Completed,FIFTH AVE,2017,2017-08-11,BIRMINGHAM BRG,KIRKPATRICK ST
228211726,5976,"Mill and Overlay 4"" (Primary)",Part of 2017 paving program. Work completed by contractor.,Completed,FIFTH AVE,2017,2017-08-11,KIRKPATRICK ST,MOULTRIE ST
1543257458,1490,"Mill and Overlay 4"" (Primary)",Part of 2017 paving program. Work completed by contractor.,Completed,FIFTH AVE,2017,2017-08-11,MOULTRIE ST,MOULTRIE ST
1430878040,12779,"Mill and Overlay 4"" (Primary)",Part of 2017 paving program. Work completed by contractor.,Completed,FIFTH AVE,2017,2017-08-11,MOULTRIE ST,SENECA ST
1346283536,13554,"Mill and Overlay 4"" (Primary)",Part of 2017 paving program. Work completed by contractor.,Completed,FIFTH AVE,2017,2017-08-11,SENECA ST,WYANDOTTE ST
1099086784,18584,"Mill and Overlay 4"" (Primary)",Part of 2017 paving program. Work completed by contractor.,Completed,FIFTH AVE,2017,2017-08-11,JUMONVILLE ST,GIST ST
1747112297,2129,"Mill and Overlay 4"" (Primary)",Part of 2017 paving program. Work completed by contractor.,Completed,FIFTH AVE,2017,2017-08-11,GIST ST,DINWIDDIE ST
2021951194,16757,"Mill and Overlay 4"" (Primary)",Part of 2017 paving program. Work completed by contractor.,Completed,FIFTH AVE,2017,2017-08-11,DINWIDDIE ST,MILTENBERGER ST
969541193,4752,"Mill and Overlay 4"" (Primary)",Part of 2017 paving program. Work completed by contractor.,Completed,ALLEGHENY AVE,2017,2017-12-14,PENNSYLVANIA AVE,SHEFFIELD ST
571145677,14130,"Mill and Overlay 4"" (Primary)",Part of 2017 paving program. Work completed by contractor.,Completed,ALLEGHENY AVE,2017,2017-12-14,SHEFFIELD ST,BEHAN ST
1368608960,2490,"Mill and Overlay 4"" (Primary)",Part of 2017 paving program. Work completed by contractor.,Completed,ALLEGHENY AVE,2017,2017-12-14,BAILIFF WAY,JABOK WAY
1420256518,6571,"Mill and Overlay 4"" (Primary)",Part of 2017 paving program. Work completed by contractor.,Completed,ALLEGHENY AVE,2017,2017-12-14,JABOK WAY,W NORTH AVE
1709144219,1020,"Mill and Overlay 4"" (Primary)",Part of 2017 paving program. Work completed by contractor.,Completed,ALLEGHENY AVE,2017,2017-12-14,W NORTH AVE,BUTTERCUP WAY
566068978,19749,"Mill and Overlay 4"" (Primary)",Part of 2017 paving program. Work completed by contractor.,Completed,ALLEGHENY AVE,2017,2017-12-14,BUTTERCUP WAY,ABDELL ST
