id,street_id,activity,task_description,status,street,start_year,stop_date_actual,route_ahead,route_back
1924601586,17060,Mechanical Patching,Paved as part of 2016 City paving program.,Completed,BALDWICK RD,2016,2016-10-31,NOBLESTOWN RD,STEEN ST
1512981617,9881,Mechanical Patching,Paved as part of 2016 City paving program.,Completed,GLENBURY ST,2016,2016-10-31,KOHEN ST,SELDON ST
640675845,6563,Mechanical Patching,Paved as part of City 2016 paving program.,Completed,S BELLEFIELD AVE,2016,2016-10-01,FILMORE ST,FIFTH AVE
538119097,17748,Mechanical Patching,Paved as part of City 2016 paving program.,Completed,S BELLEFIELD AVE,2016,2016-10-01,FORBES AVE,FILMORE ST
726876041,17060,Base Repair,,Completed,BALDWICK RD,2009,2009-06-05,NOBLESTOWN RD,STEEN ST
1280601859,2137,Base Repair,,Completed,N BRADDOCK AVE,2014,2014-04-15,SUSQUEHANNA ST,ANNAN WAY
1567782563,373,Base Repair,,Completed,LIME ST,2009,2009-04-14,DEAD END,SAW MILL RUN BLVD
176640290,14702,Base Repair,,Completed,JILLSON AVE,2013,2013-10-02,PARQUET ST,BROOKLINE BLVD
2010963472,5678,Base Repair,,Completed,WESTMONT AVE,2009,2009-07-20,W AGNEW RD,COPPERFIELD AVE
2074462995,11938,Base Repair,,Completed,BRABEC ST,2014,2014-07-25,BASIN ST,PROVINCE ST
905276843,2706,Base Repair,,Completed,SANTRON AVE,2012,2012-07-25,AZUR WAY,WESTMONT AVE
1025083285,11054,Base Repair,,Completed,DARLINGTON RD,2010,2010-09-03,E CIRCUIT RD,DARLINGTON CT
2042518736,7346,Base Repair,,Completed,COLTART AVE,2010,2010-08-20,UNNAMED28L WAY,LOUISA ST
552260254,19767,Base Repair,,Completed,MONITOR ST,2014,2014-05-30,MONITOR ST,BEECHWOOD BLVD
1415255480,11495,Base Repair,,Completed,KING AVE,2012,2012-10-09,BEVERLY PL,HAMPTON ST
1364867302,14157,Base Repair,,Completed,CATO ST,2010,2010-08-10,GORMAN WAY,ROMEO ST
243811416,6413,Base Repair,,Completed,WALLINGFORD ST,2014,2014-06-09,MOREWOOD AVE,UNNAMED51P52B WAY
1640713031,9748,Base Repair,,Completed,ORMSBY ST,2009,2009-10-08,COMO ST,OTTILLIA ST
1096275364,7305,Base Repair,,Completed,STEWART AVE,2010,2010-06-30,PARKDALE AVE,BETHESDA ST
704784555,10601,Base Repair,,Completed,VINIAL ST,2009,2009-07-28,SPRING GARDEN AVE,AHLERS WAY
1694370237,15714,Base Repair,,Completed,SIMONA DR,2012,2012-05-10,WOODBINE ST,FARMINGTON ST
444512824,1798,Base Repair,,Completed,N BRADDOCK AVE,2014,2014-04-15,SUSQUEHANNA ST,SUSQUEHANNA ST
946333708,11102,Base Repair,,Completed,AYLESBORO AVE,2012,2012-06-26,MURDOCH RD,FORBES AVE
698519712,8617,Base Repair,,Completed,DARTMORE ST,2010,2010-07-01,YALE DR,MIDWOOD AVE
1448364265,14355,Base Repair,,Completed,FIERRO WAY,2009,2009-06-17,DEAD END,UNNAMED41D WAY
781479063,4118,Base Repair,,Completed,FORBES AVE,2009,2009-07-01,SCHENLEY DR,AYLESBORO AVE
1593530797,10345,Base Repair,,Completed,SENECA ST,2009,2009-05-15,WATSON ST,FIFTH AVE
1939750723,10692,Base Repair,,Completed,DARLINGTON RD,2009,2009-08-11,SHADY AVE,MURRAY AVE
1085004112,5292,Base Repair,,Completed,BRINWOOD AVE,2013,2013-11-08,CUSTER AVE,WATERMAN AVE
281505083,7127,Base Repair,,Completed,THIELMAN AVE,2010,2010-06-24,MT JOSEPH ST,OAKHURST ST
46177785,6368,Base Repair,,Completed,PARKFIELD ST,2015,2015-04-27,FAIRLAND ST,RIOTA WAY
1070802643,4221,Base Repair,,Completed,ROSEWOOD ST,2009,2009-08-13,S MURTLAND ST,DEAD END
1261491786,15689,Base Repair,,Completed,MAYVILLE AVE,2009,2009-07-15,LA MOINE ST,ELMBANK ST
1220234693,41,Base Repair,,Completed,COLLIER ST,2009,2009-08-13,FLEURY WAY,KELLY ST
822279152,2774,Base Repair,,Completed,LINDBERG AVE,2010,2010-05-27,THEODORE ST,MOONEY RD
470936892,16038,Base Repair,,Completed,FORBES AVE,2009,2009-07-01,MURRAY AVE,FORBES TER
786672045,5524,Base Repair,,Completed,FORBES AVE,2009,2009-07-01,MURDOCH RD,SCHENLEY DR
662956396,9035,Base Repair,,Completed,LEMINGTON AVE,2009,2009-05-19,LUZZO WAY,HIGHLAND DR
1600490874,7301,Base Repair,,Completed,AYLESBORO AVE,2012,2012-06-26,WIGHTMAN ST,MURDOCH RD
157774075,7349,Base Repair,,Completed,ONEIDA ST,2010,2010-06-02,PONKA WAY,GRANDVIEW AVE
1837725382,10468,Base Repair,,Completed,AUBURN ST,2009,2009-08-14,PAULSON AVE,ASHLEY ST
2065325380,2270,Base Repair,,Completed,WELFER ST,2013,2013-06-24,WINDSOR ST,FRANK ST
1390544966,17797,Base Repair,,Completed,LILAC ST,2010,2010-07-06,BEECHWOOD BLVD,MURRAY AVE
259598321,17529,Base Repair,,Completed,WELFER ST,2013,2013-06-24,FRANK ST,MIRROR ST
744564287,11641,Base Repair,,Completed,ENGLISH LN,2014,2014-06-30,EOP,BEECHWOOD BLVD
697627308,7756,Base Repair,,Completed,N CRAIG ST,2011,2011-08-31,CENTRE AVE,BAYARD ST
1825446564,7167,Base Repair,,Completed,ALCOVE WAY,2013,2013-11-14,TRANSVERSE AVE,REDROSE WAY
2143553661,344,Base Repair,,Completed,VALERA ST,2009,2009-07-21,OLIVET AVE,RAVILLA AVE
12196261,9972,Base Repair,,Completed,SERENE ST,2009,2009-07-24,JOBO WAY,NOSTER ST
54535252,6881,Base Repair,,Completed,GOE AVE,2010,2010-08-18,BRIGHTON RD,PARVISS ST
1480059651,14684,Base Repair,,Completed,WESTMONT AVE,2009,2009-07-20,COPPERFIELD AVE,NEWETT ST
470799425,2547,Base Repair,,Completed,GAEL WAY,2013,2013-08-27,SWAN WAY,JANCEY ST
608305504,14358,Base Repair,,Completed,GAEL WAY,2013,2013-08-27,CHISLETT ST,SWAN WAY
1630517579,12757,Base Repair,,Completed,CENTRE AVE,2010,2010-09-23,S NEGLEY AVE,S GRAHAM ST
498063296,16408,Base Repair,,Completed,MARY ST,2013,2013-11-07,STEPS,S 29TH ST
1591306819,3513,Base Repair,,Completed,ELLSWORTH AVE,2009,2009-08-07,CLYDE ST,ELLSWORTH TER
1737334054,9185,Base Repair,,Completed,WOODBOURNE AVE,2013,2013-11-14,CHELTON AVE,ROCKFORD AVE
1593864081,5996,Base Repair,,Completed,SENECA ST,2009,2009-05-15,FORBES AVE,WATSON ST
1154674175,12448,Base Repair,,Completed,CLAIRTONIC ST,2013,2013-05-31,EARLHAM ST,ELRAMA WAY
1308593522,11299,Base Repair,,Completed,N BRADDOCK AVE,2014,2014-04-15,FRANKSTOWN AVE,FELICIA WAY
1299358290,10042,Base Repair,,Completed,CLAIRTONIC ST,2013,2013-05-31,DEAD END,ROUND TOP ST
1307208950,5074,Base Repair,,Completed,BENNINGTON AVE,2014,2014-06-06,PLAINFIELD ST,MAYNARD ST
1852141440,16070,Base Repair,,Completed,SERENE ST,2009,2009-07-24,BADER ST,JOBO WAY
411994882,3463,Base Repair,,Completed,FERNDALE ST,2010,2010-10-26,LAWNDALE ST,OZAN WAY
785132576,19923,Base Repair,,Completed,N CRAIG ST,2011,2011-08-31,CENTRE AVE,BAYARD ST
1794854369,3753,Base Repair,,Completed,STEWART AVE,2010,2010-06-30,BETHESDA ST,MELODY ST
793648320,13039,Base Repair,,Completed,HOLCOMB AVE,2013,2013-09-25,BARBADOES AVE,ROCKFORD AVE
624509315,12039,Base Repair,,Completed,STEWART AVE,2010,2010-06-30,MELODY ST,WINDFALL WAY
2131077743,7150,Base Repair,,Completed,JILLSON AVE,2013,2013-10-02,KENILWORTH ST,PARQUET ST
1495684216,4366,Base Repair,,Completed,ELLSWORTH AVE,2009,2009-06-22,ELLSWORTH PL,COLONIAL PL
980479639,6181,Base Repair,,Completed,NORTHUMBERLAND ST,2009,2009-08-11,SHADY AVE,ASBURY PL
1840725515,5024,Base Repair,,Completed,MONITOR ST,2014,2014-05-30,SALINE ST,MONITOR ST
150010489,3492,Base Repair,,Completed,CLARISSA ST,2009,2009-09-11,WICHITA WAY,MILWAUKEE ST
2141087826,2426,Base Repair,,Completed,TENNYSON AVE,2009,2009-08-10,BIGELOW BLVD,FIFTH AVE
1423612021,4146,Base Repair,,Completed,MCDONALD ST,2010,2010-08-16,DEAD END,VENUS WAY
1186226899,15424,Base Repair,,Completed,N BRADDOCK AVE,2014,2014-04-15,FINANCE ST,THOMAS ST
948096160,3164,Base Repair,,Completed,WESTMORELAND AVE,2010,2010-08-19,DEAD END,JOSHUA ST
269883447,7318,Base Repair,,Completed,N BRADDOCK AVE,2014,2014-04-15,MEADE ST,PENN AVE
1767025722,16768,Base Repair,,Completed,SACRAMENTO AVE,2012,2012-08-29,GEORGE ST,PAULDING AVE
153288045,16536,Base Repair,,Completed,26TH ST,2011,2011-09-20,MULBERRY WAY,SMALLMAN ST
1498078618,10919,Base Repair,,Completed,VILSACK ST,2013,2013-08-27,CHISLETT ST,SWAN WAY
1304669885,19193,Base Repair,,Completed,FLOTILLA WAY,2009,2009-07-01,FORBES AVE,EDGERTON AVE
526629539,9682,Base Repair,,Completed,CATO ST,2010,2010-08-10,HARDIE WAY,JULIET ST
1281349541,16253,Base Repair,,Completed,FERNDALE ST,2010,2010-10-26,BLACKADORE ST,ANGORA WAY
1842110435,89,Base Repair,,Completed,VILSACK ST,2013,2013-08-27,MORNINGSIDE AVE,KALAMAZOO WAY
298186117,18627,Base Repair,,Completed,VILSACK ST,2013,2013-08-27,VILLANOVA RD,TEAK WAY
1415614303,17925,Base Repair,,Completed,STEWART AVE,2010,2010-06-30,VIDA WAY,BROWNSVILLE RD
54947012,156,Base Repair,,Completed,N BRADDOCK AVE,2014,2014-04-15,CASSINA WAY,SUSQUEHANNA ST
1811473732,3656,Base Repair,,Completed,ELLSWORTH AVE,2009,2009-06-22,S AIKEN AVE,ST JAMES ST
809734222,573,Base Repair,,Completed,VILSACK ST,2013,2013-08-27,JANCEY ST,SNOW WAY
1736870991,6663,Base Repair,,Completed,MAYVILLE AVE,2009,2009-07-15,BANTAM WAY,PIONEER AVE
1877596550,11079,Base Repair,,Completed,BARRY ST,2014,2014-09-20,MCCORD ST,JOSEPHINE ST
399051815,6788,Base Repair,,Completed,BENNINGTON AVE,2014,2014-06-06,MAYNARD ST,FAIR OAKS ST
1886236620,18813,Base Repair,,Completed,WELLESLEY AVE,2010,2010-05-14,N EUCLID AVE,N ST CLAIR ST
2070596053,10015,Base Repair,,Completed,HAZELWOOD AVE,2010,2010-07-06,BEECHWOOD BLVD,MURRAY AVE
1938784539,1979,Base Repair,,Completed,FAIRHOPE ST,2012,2012-09-10,DEW WAY,CLIFTON ST
1352050215,4155,Base Repair,,Completed,N EUCLID AVE,2015,2015-04-29,CALLOWHILL ST,IONIC WAY
761148313,19832,Base Repair,,Completed,DARTMORE ST,2010,2010-07-01,YALE DR,MIDWOOD AVE
671870450,8311,Base Repair,,Completed,SANTRON AVE,2012,2012-07-25,AMZI WAY,ALMONT ST
164987777,11030,Base Repair,,Completed,GOLDSTROM AVE,2012,2012-07-02,BANKSVILLE RD,RUTHERFORD AVE
390689093,16189,Base Repair,,Completed,VINIAL ST,2009,2009-07-28,AHLERS WAY,WELSER WAY
605467521,12929,Base Repair,,Completed,AURELIA ST,2014,2014-08-04,MARCHAND ST,KAUFMAN WAY
512674502,17707,Base Repair,,Completed,CARRINGTON ST,2014,2014-07-03,ARCH ST,FIREMAN WAY
1990400226,8068,Base Repair,,Completed,GEORGIA AVE,2015,2015-04-23,WILBUR WAY,REIFERT ST
595327105,19640,Base Repair,,Completed,BARTLETT ST,2010,2010-09-29,HOBART RD RAMP,HOBART RD
266134363,13448,Base Repair,,Completed,WELLESLEY AVE,2010,2010-05-14,N ST CLAIR ST,COSTAR WAY
1388592811,19530,Base Repair,,Completed,AURELIA ST,2014,2014-08-04,DENNISTON PL,MELMORE WAY
446539236,12644,Base Repair,,Completed,FERNDALE ST,2010,2010-10-26,OZAN WAY,BLACKADORE ST
1312834265,8101,Base Repair,,Completed,N BRADDOCK AVE,2014,2014-04-15,ALSACE WAY,TIOGA ST
1838384150,3005,Base Repair,,Completed,GEORGIA AVE,2015,2015-04-23,WILBUR ST,WILBUR WAY
2036946753,18737,Base Repair,,Completed,ONEIDA ST,2010,2010-06-02,VIRGINIA AVE,W SYCAMORE ST
1985694116,15659,Base Repair,,Completed,N BRADDOCK AVE,2014,2014-04-15,ANNAN WAY,FINANCE ST
1541995355,4828,Base Repair,,Completed,ONEIDA ST,2010,2010-06-20,PAWNEE ST,BASIL WAY
347091706,572,Base Repair,,Completed,VILSACK ST,2013,2013-08-27,KALAMAZOO WAY,DUFFIELD ST
226986926,14380,Base Repair,,Completed,CRANE AVE,2010,2010-07-23,LOWENHILL ST,BRASHEAR HIGH DR
1127659949,2308,Base Repair,,Completed,HARCUM WAY,2013,2013-11-07,29TH ST,MARY JANE ST
824835801,4536,Base Repair,,Completed,CLAIRTONIC ST,2013,2013-05-31,OAKMONT ST,KIRWAN WAY
1222287003,12094,Base Repair,,Completed,HARPSTER ST,2009,2009-08-04,DEAD END,FROMAN ST
1059792125,8676,Base Repair,,Completed,STEWART AVE,2010,2010-06-30,PARKDALE ST,PARKDALE AVE
2030656450,6915,Base Repair,,Completed,VILSACK ST,2013,2013-08-27,SWAN WAY,JANCEY ST
1170156310,19477,Base Repair,,Completed,E AGNEW AVE,2010,2010-09-08,BECKS RUN RD,DOWLING ST
2122930338,13233,Base Repair,,Completed,SUNCREST ST,2010,2010-09-08,ROLL WAY,BROWNSVILLE RD
509076563,16563,Base Repair,,Completed,AURELIA ST,2014,2014-08-04,MELMORE WAY,MELMORE WAY
103411541,7477,Base Repair,,Completed,STRAUBS LN,2010,2010-10-19,NIGGEL ST,SUNDEMAN ST
1258960110,17888,Base Repair,,Completed,FAULKNER ST,2009,2009-05-11,CHARTIERS AVE,ALLENDORF ST
1625892548,8356,Base Repair,,Completed,LINDBERG AVE,2010,2010-05-27,PLAPORT WAY,LOUGEAN AVE
2014524162,2745,Base Repair,,Completed,FAULKNER ST,2009,2009-05-11,ALLENDORF ST,HUXLEY ST
533513066,15567,Base Repair,,Completed,FINANCE ST,2009,2009-05-29,N DUNFERMLINE ST,ALBION ST
1548063543,5479,Base Repair,,Completed,LINDBERG AVE,2010,2010-05-27,LOUGEAN AVE,KINLEY WAY
486593368,2215,Base Repair,,Completed,WELLESLEY AVE,2010,2010-05-14,SAMANTHA WAY,KING AVE
1701915246,4561,Base Repair,,Completed,PARKFIELD ST,2015,2015-04-27,RIOTA WAY,COPPERFIELD AVE
2143331557,17610,Base Repair,,Completed,WESTMORELAND AVE,2010,2010-08-19,SOMERSET ST,LEMINGTON AVE
1523947075,15087,Base Repair,,Completed,KING AVE,2012,2012-10-09,BRYANT ST,BEVERLY PL
2133399685,13905,Base Repair,,Completed,FINANCE ST,2009,2009-05-29,ALBION ST,ZENITH WAY
221181334,4228,Base Repair,,Completed,WALLINGFORD ST,2014,2014-06-09,DEVONSHIRE ST,NEVILLE ST
1354186342,6350,Base Repair,,Completed,WENTWORTH AVE,2010,2010-06-14,FALLOWFIELD AVE,BEECHVIEW AVE
350965759,17668,Base Repair,,Completed,N BRADDOCK AVE,2014,2014-04-15,FELICIA WAY,BENNETT ST
1195785664,6798,Base Repair,,Completed,GEORGIA AVE,2015,2015-04-23,DEAD END,WILBUR ST
393965554,6102,Base Repair,,Completed,HAMILTON AVE,2014,2014-06-20,BRUSHTON AVE,DURANGO WAY
1003253413,4614,Base Repair,,Completed,ALDER ST,2014,2014-06-05,AKRON WAY,MARYLAND AVE
690427779,17484,Base Repair,,Completed,KELLY ST,2012,2012-05-04,HALE ST,NEUMAN WAY
2032689887,16192,Base Repair,,Completed,HOLCOMB AVE,2013,2013-09-25,BELTRAM AVE,BARBADOES AVE
1587906267,8774,Base Repair,,Completed,BASIN ST,2014,2014-07-25,BRABEC ST,GOETTMANN ST
1709942762,12025,Base Repair,,Completed,SANTRON AVE,2012,2012-07-25,VALERA ST,AZUR WAY
1055849381,16262,Base Repair,,Completed,CREEDMOOR AVE,2010,2010-06-08,CLIPPERT AVE,BROOKLINE BLVD
452489434,13037,Base Repair,,Completed,BEAM WAY,2009,2009-10-08,KEARSARGE ST,MAPLE TER
1422199639,9394,Base Repair,,Completed,SACRAMENTO AVE,2012,2012-08-29,NARCISSUS AVE,HAMMOND ST
850876230,19766,Base Repair,,Completed,MONITOR ST,2014,2014-05-30,BEECHWOOD BLVD,BEECHWOOD BLVD
235086940,5598,Base Repair,,Completed,MILLINGTON RD,2014,2014-06-27,LORETTA ST,MELBOURNE ST
1650480917,6989,Base Repair,,Completed,ELLSWORTH AVE,2009,2009-06-22,MOORHEAD PL,ELLSWORTH PL
1333072319,17074,Base Repair,,Completed,COLLIER ST,2009,2009-08-13,FORMOSA WAY,HAMILTON AVE
18183424,7487,Base Repair,,Completed,MOUNTAIN AVE,2013,2013-10-24,WAGNER ST,CRESSWELL ST
91235851,12600,Base Repair,,Completed,WELLESLEY AVE,2010,2010-05-19,COSTAR WAY,MELLON ST
1317524867,9159,Base Repair,,Completed,SACRAMENTO AVE,2012,2012-08-29,HAMMOND ST,WYCKOFF AVE
1993618596,11464,Base Repair,,Completed,SACRAMENTO AVE,2012,2012-08-29,MINTON ST,NARCISSUS AVE
265361590,13683,Base Repair,,Completed,LAGER ST,2009,2009-07-28,HATTERAS ST,LOWRIE ST
1762290971,16729,Base Repair,,Completed,WESTMORELAND AVE,2010,2010-08-19,JOSHUA ST,TOGA ST
650554266,2499,Base Repair,,Completed,WELLESLEY AVE,2010,2010-05-14,PORTLAND ST,N NEGLEY AVE
993694190,9715,Base Repair,,Completed,HAMILTON AVE,2014,2014-06-20,DURANGO WAY,N BRADDOCK AVE
1656610750,13758,Base Repair,,Completed,FERNDALE ST,2010,2010-10-26,ANGORA WAY,WHEELER ST
882308099,727,Base Repair,,Completed,26TH ST,2011,2011-09-20,SMALLMAN ST,SPRUCE WAY
1470470852,12099,Base Repair,,Completed,HARPSTER ST,2009,2009-08-04,TINSBURY ST,CLAIM ST
542964354,11903,Base Repair,,Completed,GOE AVE,2010,2010-05-06,WAPELLO ST,HARVARD CIR
1736277013,14703,Base Repair,,Completed,DARTMORE ST,2010,2010-07-01,MIDWOOD AVE,PARKFIELD ST
405252701,19379,Base Repair,,Completed,CLARISSA ST,2009,2009-09-11,LYON ST,WICHITA WAY
1719507032,857,Base Repair,,Completed,ADELAIDE ST,2009,2009-05-05,IOWA ST,CAMP ST
1917902358,13740,Base Repair,,Completed,PARKFIELD ST,2015,2015-04-27,DARTMORE ST,FAIRLAND ST
1668037566,7757,Base Repair,,Completed,WALLINGFORD ST,2014,2014-06-09,UNNAMED51P52B WAY,DEVONSHIRE ST
294889299,9228,Base Repair,,Completed,HIGHNOTE WAY,2009,2009-09-09,NORTHERN WAY,LAUGHLIN AVE
1804807161,10772,Base Repair,,Completed,ANAHEIM ST,2011,2011-08-31,IOWA ST,CAMP ST
159006590,17747,Base Repair,,Completed,N BRADDOCK AVE,2014,2014-04-15,THOMAS ST,MEADE ST
145298383,16523,Base Repair,,Completed,MORANGE RD,2011,2011-08-11,IDLEWOOD RD,MUNCIE ST
1468926509,5613,Base Repair,,Completed,STRAUBS LN,2010,2010-10-19,ROESSLER ST,NIGGEL ST
811112111,16264,Base Repair,,Completed,BENNINGTON AVE,2014,2014-06-06,NORTHUMBERLAND ST,PLAINFIELD ST
1699084051,10533,Base Repair,,Completed,SIMONA DR,2012,2012-05-10,FARMINGTON ST,FAIRFIELD ST
1947640546,7488,Base Repair,,Completed,PURITAN WAY,2014,2014-06-17,HOWE ST,SELLERS ST
1071621027,7205,Base Repair,,Completed,BOROUGH ST,2009,2009-07-20,GEBHART ST,CABIN ST
699626282,7140,Base Repair,,Completed,COLLIER ST,2009,2009-08-13,KELLY ST,FORMOSA WAY
331459479,2329,Base Repair,,Completed,HAMILTON AVE,2014,2014-06-20,N BRADDOCK AVE,COLLIER ST
50439904,460,Base Repair,,Completed,E ELIZABETH ST,2013,2013-06-18,DEAD END,ELECTRIC ST
703925956,2296,Base Repair,,Completed,CAMPO WAY,2009,2009-08-26,HAITI ST,HAZELDELL ST
598576571,14835,Base Repair,,Completed,NOLLHILL ST,2013,2013-08-06,CENTURY AVE,FREDANNA ST
204536044,11391,Base Repair,,Completed,ORMSBY ST,2009,2009-10-08,ST JOSEPH ST,BURR ST
1439611648,10620,Base Repair,,Completed,EAST LIBERTY BLVD,2010,2010-07-28,DAHLEM PL,HAMILTON AVE
1363030548,15870,Base Repair,,Completed,N BRADDOCK AVE,2014,2014-04-15,FLEURY WAY,KELLY ST
696311570,515,Base Repair,,Completed,WELLESLEY AVE,2010,2010-05-14,N HIGHLAND AVE,BEATTY WAY
404256430,841,Base Repair,,Completed,WILTSIE ST,2010,2010-08-19,E CHESTER ST,WARDSONS ST
81350464,13415,Base Repair,,Completed,ALDER ST,2014,2014-06-05,COLLEGE AVE,AKRON WAY
937429003,11027,Base Repair,,Completed,CENTRE AVE,2013,2013-07-16,CHESNEY WAY,N DITHRIDGE ST
1409504040,11872,Base Repair,,Completed,HAMILTON AVE,2014,2014-06-20,HALE ST,NEUMAN WAY
1041312304,3446,Base Repair,,Completed,MAYVILLE AVE,2009,2009-07-15,HARTRANFT ST,BANTAM WAY
1905956505,7025,Base Repair,,Completed,FLOTILLA WAY,2009,2009-07-01,EDGERTON AVE,WAVERLY ST
626605843,5376,Base Repair,,Completed,BRIGHTON RD,2012,2012-05-21,PENNSYLVANIA AVE,N TAYLOR AVE
866116453,12396,Base Repair,,Completed,STRAUBS LN,2010,2010-10-19,CITY LIMIT,ROESSLER ST
2086652474,16331,Base Repair,,Completed,COLTART AVE,2010,2010-08-20,ZULEMA ST,UNNAMED28L WAY
1493024560,12949,Base Repair,,Completed,MIDDLETOWN RD,2009,2009-05-19,STRAKA ST,JUSTINE ST
1064832002,1928,Base Repair,,Completed,LINDBERG AVE,2010,2010-05-27,LITTLE ST,THEODORE ST
1942176095,6550,Base Repair,,Completed,MARTERA PL,2010,2010-08-20,DEAD END,MARTERA PL
1705972603,17968,Base Repair,,Completed,EAST ST,2009,2009-08-04,VENTURE ST,MT PLEASANT RD
1178339170,18912,Base Repair,,Completed,POTOMAC AVE,2009,2009-07-22,DODDS AVE,AUTUMNWOOD DR
1644408741,13044,Base Repair,,Completed,JILLSON AVE,2013,2013-10-02,PLAINVIEW AVE,KENILWORTH ST
1574835117,9896,Base Repair,,Completed,ONONDAGO ST,2013,2013-07-18,WHIPPLE ST,LOVE ST
71697246,3251,Base Repair,,Completed,N BRADDOCK AVE,2014,2014-04-15,MULFORD ST,ALSACE WAY
215089584,15085,Base Repair,,Completed,BARRY ST,2014,2014-09-20,MISSION ST,STELLA ST
1516488889,17240,Base Repair,,Completed,WILKINSBURG AVE,2011,2011-06-23,VIDETTE ST,ROLFE ST
1649062624,11513,Base Repair,,Completed,CAMPO WAY,2009,2009-08-26,NUZUM AVE,HAITI ST
1495337036,5660,Base Repair,,Completed,HAMILTON AVE,2014,2014-06-20,MUTI WAY,HALE ST
2100963873,2359,Base Repair,,Completed,AURELIA ST,2014,2014-08-04,MELMORE WAY,SHADY AVE
1077419594,8238,Base Repair,,Completed,ELLSWORTH AVE,2009,2009-08-07,MOREWOOD AVE,DEVONSHIRE ST
1402179502,7581,Base Repair,,Completed,MILLINGTON RD,2014,2014-06-27,MELBOURNE ST,NORFOLK ST
27953669,1946,Base Repair,,Completed,AURELIA ST,2014,2014-08-04,KAUFMAN WAY,DENNISTON PL
1082712032,19606,Base Repair,,Completed,BEACON ST,2010,2010-05-20,SHADY AVE,MURRAY AVE
1541649041,7107,Base Repair,,Completed,SACRAMENTO AVE,2012,2012-08-29,WYCKOFF AVE,DEAD END
930036344,12416,Base Repair,,Completed,PAULSON AVE,2009,2009-08-14,DIX WAY,REIMER WAY
665547175,2808,Base Repair,,Completed,VINIAL ST,2009,2009-07-28,WELSER WAY,VOSKAMP ST
1171790636,5248,Base Repair,,Completed,SEMPLE ST,2010,2010-08-09,FRESCO WAY,FORBES AVE
936026632,2609,Base Repair,,Completed,HARPSTER ST,2009,2009-08-04,FROMAN ST,TINSBURY ST
107284521,3516,Base Repair,,Completed,N BRADDOCK AVE,2014,2014-04-15,KELLY ST,FORMOSA WAY
1652452000,6353,Base Repair,,Completed,SAN PEDRO ST,2010,2010-05-06,DREXEL RD,SAN PEDRO PL
1073569894,19754,Base Repair,,Completed,SUNCREST ST,2010,2010-09-08,ROLL WAY,ROLL WAY
468078929,10691,Base Repair,,Completed,ONONDAGO ST,2013,2013-07-18,LOVE ST,NIGHTINGALE WAY
605384216,5921,Base Repair,,Completed,ELLSWORTH AVE,2009,2009-06-22,COLONIAL PL,PITCAIRN PL
919608951,7482,Base Repair,,Completed,VINIAL ST,2009,2009-07-28,VOSKAMP ST,WETTACH ST
1545251646,19640,Base Repair,,Completed,BARTLETT ST,2010,2010-09-29,HOBART RD RAMP,HOBART RD
2062713701,8427,Base Repair,,Completed,BEAM WAY,2009,2009-10-08,MAPLE TER,SHILOH ST
498541004,2571,Base Repair,,Completed,N EUCLID AVE,2015,2015-04-29,AZIMUTH WAY,BRYANT ST
364198677,16465,Base Repair,,Completed,WENTWORTH AVE,2010,2010-06-14,BEECHVIEW AVE,METHYL ST
824046089,17919,Base Repair,,Completed,ELLSWORTH AVE,2009,2009-06-22,ST JAMES PL,MOORHEAD PL
811695312,12185,Base Repair,,Completed,COLLIER ST,2009,2009-08-13,BENNETT ST,FLEURY WAY
844612971,18195,Base Repair,,Completed,GOE AVE,2010,2010-05-06,ATKINS ST,WAPELLO ST
555577604,15736,Base Repair,,Completed,HALLOCK ST,2012,2012-10-23,VIRGINIA AVE,PIERMONT ST
783088105,1464,Base Repair,,Completed,MAYVILLE AVE,2009,2009-07-15,ELMBANK ST,HARTRANFT ST
2063344273,8948,Base Repair,,Completed,KENILWORTH ST,2013,2013-10-02,DEAD END,JILLSON AVE
756471359,4800,Base Repair,,Completed,POTOMAC AVE,2009,2009-07-22,BANKSVILLE RD,DODDS AVE
454965533,4297,Base Repair,,Completed,VILSACK ST,2013,2013-08-27,TEAK WAY,CHISLETT ST
578886449,3660,Base Repair,,Completed,E ELIZABETH ST,2013,2013-06-18,ELECTRIC ST,AMPERE ST
1768150322,533,Base Repair,,Completed,HOBART ST,2010,2010-06-04,SHADY AVE,MURRAY AVE
498198493,17460,Base Repair,,Completed,SACRAMENTO AVE,2012,2012-08-29,STRICKLER ST,GEORGE ST
662321342,2513,Base Repair,,Completed,VALERA ST,2009,2009-07-21,ALMONT ST,OLIVET AVE
160938831,5756,Base Repair,,Completed,COPPERFIELD AVE,2009,2009-07-21,WESTMONT AVE,DELLROSE ST
1748093670,12382,Base Repair,,Completed,HIGHNOTE WAY,2009,2009-09-09,LINNVIEW AVE,NORTHERN WAY
1320305719,4267,Base Repair,,Completed,DALZELL PL,2011,2011-09-13,BARNSDALE ST,BEECHWOOD BLVD
1765970578,13522,Base Repair,,Completed,GOE AVE,2010,2010-05-06,UNNAMED114MS WAY,ATKINS ST
1222396899,11635,Base Repair,,Completed,HAMILTON AVE,2014,2014-06-20,NEUMAN WAY,BRUSHTON AVE
1100294554,10759,Base Repair,,Completed,CLAIRTONIC ST,2013,2013-05-31,KIRWAN WAY,ELMONT ST
522780939,714,Base Repair,,Completed,BARRY ST,2014,2014-09-20,STELLA ST,MCCORD ST
